order_id,score_no_guarantee,score_with_guarantee,nodes_no_guarantee,nodes_with_guarantee,nodes_diff_abs,nodes_diff_factor,r1_no_guarantee,r1_with_guarantee,r1_diff_abs,r1_diff_factor,r4_no_guarantee,r4_with_guarantee,r4_diff_abs,r4_diff_factor,filt1_no_guarantee,filt1_with_guarantee,filt1_diff_abs,filt1_diff_factor,filt2_no_guarantee,filt2_with_guarantee,filt2_diff_abs,filt2_diff_factor,filt5_no_guarantee,filt5_with_guarantee,filt5_diff_abs,filt5_diff_factor
1914,260,230,1082,19993,18911,0.0541,905,18783,17878,0.0482,60,358,298,0.1676,1636,0,1636,,1880,17093,15213,0.11,1880,17093,0,
1915,200,200,269,427,158,0.63,245,400,155,0.6125,0,0,0,,158,0,158,,467,467,0,1.0,467,467,0,
1916,300,300,2490,57859,55369,0.043,2134,54892,52758,0.0389,78,784,706,0.0995,4261,0,4261,,4869,34523,29654,0.141,4869,34523,0,
1917,260,260,19049,353588,334539,0.0539,15384,315386,300002,0.0488,480,10032,9552,0.0478,12003,0,12003,,116710,1048745,932035,0.1113,116710,1048745,0,
1918,300,280,1676,31577,29901,0.0531,1328,23568,22240,0.0563,46,659,613,0.0698,2510,0,2510,,9095,283761,274666,0.0321,9095,283761,0,
1919,260,260,19196,480361,461165,0.04,15347,421867,406520,0.0364,202,6859,6657,0.0295,14539,0,14539,,146116,2206138,2060022,0.0662,146116,2206138,0,
1920,220,220,965,1330,365,0.7256,776,1080,304,0.7185,26,38,12,0.6842,696,0,696,,7422,7872,450,0.9428,7422,7872,0,
1921,310,310,55437,3435473,3380036,0.0161,47327,3126816,3079489,0.0151,1329,58279,56950,0.0228,46918,0,46918,,187375,7433164,7245789,0.0252,187375,7433164,0,
1922,263,263,2998,94250,91252,0.0318,2586,85492,82906,0.0302,106,3176,3070,0.0334,2554,0,2554,,5850,123086,117236,0.0475,5850,123086,0,
1923,310,280,933,17866,16933,0.0522,740,15570,14830,0.0475,26,588,562,0.0442,1279,0,1279,,5220,58398,53178,0.0894,5220,58398,0,
1924,220,220,216,376,160,0.5745,192,347,155,0.5533,1,2,1,0.5,160,0,160,,495,495,0,1.0,495,495,0,
1925,268,266,325406,841564,516158,0.3867,268054,625437,357383,0.4286,6421,19833,13412,0.3238,94156,0,94156,,1703651,8304852,6601201,0.2051,1703651,8304852,0,
1926,300,300,719,3784,3065,0.19,569,3475,2906,0.1637,19,48,29,0.3958,1499,0,1499,,2998,6535,3537,0.4588,2998,6535,0,
1927,255,255,2258,57846,55588,0.039,1811,53424,51613,0.0339,38,1416,1378,0.0268,2023,0,2023,,6805,69874,63069,0.0974,6805,69874,0,
1928,270,268,2019,8200,6181,0.2462,1738,7493,5755,0.2319,42,154,112,0.2727,2628,0,2628,,4939,12104,7165,0.408,4939,12104,0,
1929,260,260,9417,860346,850929,0.0109,7892,731236,723344,0.0108,246,29739,29493,0.0083,6177,0,6177,,49680,4281208,4231528,0.0116,49680,4281208,0,
1930,240,240,6735,416307,409572,0.0162,4854,309653,304799,0.0157,100,7420,7320,0.0135,2440,0,2440,,63314,3814198,3750884,0.0166,63314,3814198,0,
1931,400,400,975,10534,9559,0.0926,545,7096,6551,0.0768,28,254,226,0.1102,623,0,623,,12901,109534,96633,0.1178,12901,109534,0,
1932,375,350,331900,64682475,64350575,0.0051,286867,60897847,60610980,0.0047,8476,1021022,1012546,0.0083,446925,0,446925,,1070292,80333194,79262902,0.0133,1070292,80333194,0,
1933,260,260,5198,251116,245918,0.0207,4523,228872,224349,0.0198,145,7257,7112,0.02,3650,0,3650,,12113,374527,362414,0.0323,12113,374527,0,
1934,310,310,21528,374479,352951,0.0575,18733,353685,334952,0.053,526,4740,4214,0.111,26866,0,26866,,66501,443287,376786,0.15,66501,443287,0,
1935,266,263,99487,692132,592645,0.1437,83321,593036,509715,0.1405,1253,26484,25231,0.0473,34796,0,34796,,581483,2524335,1942852,0.2304,581483,2524335,0,
1936,300,268,5963,963590,957627,0.0062,4658,880104,875446,0.0053,374,29630,29256,0.0126,6729,0,6729,,29362,1639040,1609678,0.0179,29362,1639040,0,
1937,266,266,92890,376883,283993,0.2465,74030,317193,243163,0.2334,2392,8248,5856,0.29,61765,0,61765,,639261,2170296,1531035,0.2946,639261,2170296,0,
1938,260,260,5445,191587,186142,0.0284,4598,174762,170164,0.0263,190,5526,5336,0.0344,4566,0,4566,,13752,337047,323295,0.0408,13752,337047,0,
1939,200,200,3298,3209,89,1.0277,2812,2793,19,1.0068,63,41,22,1.5366,2827,0,2827,,15318,13644,1674,1.1227,15318,13644,0,
1940,263,263,1791,31360,29569,0.0571,1489,28903,27414,0.0515,45,614,569,0.0733,1813,0,1813,,8344,46391,38047,0.1799,8344,46391,0,
1941,350,330,151404,28905470,28754066,0.0052,124664,25519779,25395115,0.0049,3023,650523,647500,0.0046,123364,0,123364,,941504,119767755,118826251,0.0079,941504,119767755,0,
1942,260,260,9627,587575,577948,0.0164,8664,546917,538253,0.0158,258,15486,15228,0.0167,7157,0,7157,,13245,495979,482734,0.0267,13245,495979,0,
1943,280,280,4681,117892,113211,0.0397,3248,101914,98666,0.0319,89,1559,1470,0.0571,5908,0,5908,,55802,614286,558484,0.0908,55802,614286,0,
1944,333,330,30338,3881897,3851559,0.0078,25591,3655046,3629455,0.007,988,60625,59637,0.0163,41220,0,41220,,117449,5429685,5312236,0.0216,117449,5429685,0,
1945,310,310,566,1452,886,0.3898,431,1157,726,0.3725,4,7,3,0.5714,803,0,803,,1182,2215,1033,0.5336,1182,2215,0,
1946,260,260,4853,283502,278649,0.0171,3916,238178,234262,0.0164,209,12737,12528,0.0164,3945,0,3945,,20794,1038776,1017982,0.02,20794,1038776,0,
1947,260,260,15832,287174,271342,0.0551,13292,257948,244656,0.0515,164,7018,6854,0.0234,12294,0,12294,,81106,762090,680984,0.1064,81106,762090,0,
1948,280,265,331227,2121555,1790328,0.1561,266102,1786014,1519912,0.149,4677,42724,38047,0.1095,157202,0,157202,,2556366,12724866,10168500,0.2009,2556366,12724866,0,
1949,268,260,277290,8806955,8529665,0.0315,229492,7584928,7355436,0.0303,4974,124371,119397,0.04,108613,0,108613,,1582136,43533429,41951293,0.0363,1582136,43533429,0,
1950,263,263,280073,13586790,13306717,0.0206,235325,12050452,11815127,0.0195,8027,280178,272151,0.0286,143367,0,143367,,1182500,42414533,41232033,0.0279,1182500,42414533,0,
1951,350,333,1015728,43189495,42173767,0.0235,903585,40298799,39395214,0.0224,22715,612262,589547,0.0371,1134215,0,1134215,,3024916,94084667,91059751,0.0322,3024916,94084667,0,
1952,300,300,1099,40640,39541,0.027,867,38067,37200,0.0228,51,859,808,0.0594,1422,0,1422,,4400,36624,32224,0.1201,4400,36624,0,
1953,300,300,1882,34881,32999,0.054,1628,32994,31366,0.0493,54,495,441,0.1091,3341,0,3341,,2372,21283,18911,0.1115,2372,21283,0,
1954,280,280,429,3325,2896,0.129,326,2953,2627,0.1104,11,47,36,0.234,668,0,668,,1415,6534,5119,0.2166,1415,6534,0,
1955,310,310,5990,17172,11182,0.3488,5025,15888,10863,0.3163,152,201,49,0.7562,8667,0,8667,,28906,31082,2176,0.93,28906,31082,0,
1956,230,220,3470,20339,16869,0.1706,2823,17734,14911,0.1592,109,646,537,0.1687,3744,0,3744,,15453,71069,55616,0.2174,15453,71069,0,
1957,280,280,10738,530592,519854,0.0202,6491,413689,407198,0.0157,30,2302,2272,0.013,10109,0,10109,,204241,5813644,5609403,0.0351,204241,5813644,0,
1958,280,280,1455,59935,58480,0.0243,1154,55702,54548,0.0207,52,1185,1133,0.0439,1927,0,1927,,5926,81467,75541,0.0727,5926,81467,0,
1959,280,280,41229,3127089,3085860,0.0132,36425,2906990,2870565,0.0125,1509,85435,83926,0.0177,28705,0,28705,,75976,3027198,2951222,0.0251,75976,3027198,0,
1960,333,330,13141,125601,112460,0.1046,11371,118055,106684,0.0963,392,1821,1429,0.2153,28512,0,28512,,26198,127665,101467,0.2052,26198,127665,0,
1961,260,255,11216,163074,151858,0.0688,9483,142794,133311,0.0664,298,5213,4915,0.0572,8635,0,8635,,51169,602571,551402,0.0849,51169,602571,0,
1962,266,263,1680,11958,10278,0.1405,1196,10521,9325,0.1137,57,260,203,0.2192,2034,0,2034,,17669,39329,21660,0.4493,17669,39329,0,
1963,260,260,1801,36857,35056,0.0489,1461,32298,30837,0.0452,68,1154,1086,0.0589,1749,0,1749,,8656,127418,118762,0.0679,8656,127418,0,
1964,270,270,26834,584438,557604,0.0459,20620,472925,452305,0.0436,644,12606,11962,0.0511,15893,0,15893,,238810,4612900,4374090,0.0518,238810,4612900,0,
1965,310,300,36090,846253,810163,0.0426,31346,800718,769372,0.0391,1116,12242,11126,0.0912,62680,0,62680,,74785,796603,721818,0.0939,74785,796603,0,
1966,222,210,4019,61439,57420,0.0654,2760,42442,39682,0.065,54,1954,1900,0.0276,2944,0,2944,,42184,804481,762297,0.0524,42184,804481,0,
1967,310,310,14820,215251,200431,0.0688,12423,197730,185307,0.0628,342,2910,2568,0.1175,24008,0,24008,,52293,407355,355062,0.1284,52293,407355,0,
1968,300,300,1398,11266,9868,0.1241,1106,10144,9038,0.109,64,367,303,0.1744,2114,0,2114,,3786,15435,11649,0.2453,3786,15435,0,
1969,220,220,2802,1958,844,1.4311,2411,1745,666,1.3817,55,19,36,2.8947,2253,0,2253,,11558,4561,6997,2.5341,11558,4561,0,
1970,300,300,987,8401,7414,0.1175,768,7470,6702,0.1028,25,146,121,0.1712,1598,0,1598,,4340,20537,16197,0.2113,4340,20537,0,
1971,263,263,101173,11317585,11216412,0.0089,87691,10688704,10601013,0.0082,3456,186803,183347,0.0185,80606,0,80606,,298733,10414124,10115391,0.0287,298733,10414124,0,
1972,246,246,6926,359194,352268,0.0193,6065,333023,326958,0.0182,134,5274,5140,0.0254,5995,0,5995,,15188,700836,685648,0.0217,15188,700836,0,
1973,300,300,1908,53950,52042,0.0354,1543,49933,48390,0.0309,107,1612,1505,0.0664,2958,0,2958,,4516,48122,43606,0.0938,4516,48122,0,
1974,310,310,1019,13445,12426,0.0758,866,12797,11931,0.0677,28,212,184,0.1321,1902,0,1902,,1255,2441,1186,0.5141,1255,2441,0,
1975,300,300,2788,173739,170951,0.016,2201,155853,153652,0.0141,143,6915,6772,0.0207,3813,0,3813,,12626,350552,337926,0.036,12626,350552,0,
1976,260,230,11205,133068,121863,0.0842,10062,125840,115778,0.08,331,2277,1946,0.1454,12199,0,12199,,14424,104671,90247,0.1378,14424,104671,0,
1977,310,310,4692,191289,186597,0.0245,3595,166957,163362,0.0215,137,5807,5670,0.0236,5015,0,5015,,35972,731416,695444,0.0492,35972,731416,0,
1978,265,265,2067,29052,26985,0.0711,1620,23587,21967,0.0687,63,1215,1152,0.0519,1831,0,1831,,11405,135578,124173,0.0841,11405,135578,0,
1979,280,280,197144,8232594,8035450,0.0239,130742,6189815,6059073,0.0211,1164,54519,53355,0.0214,74874,0,74874,,3158880,97778692,94619812,0.0323,3158880,97778692,0,
1980,300,300,6918,97561,90643,0.0709,5728,89020,83292,0.0643,175,2043,1868,0.0857,8380,0,8380,,30165,169228,139063,0.1783,30165,169228,0,
1981,310,310,20967,1815915,1794948,0.0115,18187,1698678,1680491,0.0107,697,36805,36108,0.0189,25780,0,25780,,50119,1901394,1851275,0.0264,50119,1901394,0,
1982,263,260,4408,124293,119885,0.0355,3924,114804,110880,0.0342,136,3721,3585,0.0365,3733,0,3733,,5214,102335,97121,0.051,5214,102335,0,
1983,300,300,3752,160222,156470,0.0234,3024,145894,142870,0.0207,186,4582,4396,0.0406,4224,0,4224,,16807,295856,279049,0.0568,16807,295856,0,
1984,220,220,281,408,127,0.6887,251,377,126,0.6658,1,1,0,1.0,127,0,127,,407,407,0,1.0,407,407,0,
1985,266,266,12000,1815851,1803851,0.0066,10496,1687714,1677218,0.0062,399,53149,52750,0.0075,12454,0,12454,,23759,1581112,1557353,0.015,23759,1581112,0,
1986,300,300,1260,3381,2121,0.3727,984,2868,1884,0.3431,19,36,17,0.5278,2030,0,2030,,4148,9112,4964,0.4552,4148,9112,0,
1987,263,263,4070,66510,62440,0.0612,3330,59578,56248,0.0559,56,852,796,0.0657,3304,0,3304,,26297,242360,216063,0.1085,26297,242360,0,
1988,220,220,816,1564,748,0.5217,685,1402,717,0.4886,3,3,0,1.0,734,0,734,,2482,2482,0,1.0,2482,2482,0,
1989,300,300,3235,40488,37253,0.0799,2027,28138,26111,0.072,65,719,654,0.0904,1974,0,1974,,37594,399816,362222,0.094,37594,399816,0,
1990,300,280,10942,2401979,2391037,0.0046,8934,2208347,2199413,0.004,533,57559,57026,0.0093,12973,0,12973,,45077,4091548,4046471,0.011,45077,4091548,0,
1991,263,260,962088,13810935,12848847,0.0697,709119,11870526,11161407,0.0597,19592,169451,149859,0.1156,356658,0,356658,,10340612,77869536,67528924,0.1328,10340612,77869536,0,
1992,335,330,40445,4203029,4162584,0.0096,34647,3953399,3918752,0.0088,1329,72506,71177,0.0183,56737,0,56737,,115135,4765847,4650712,0.0242,115135,4765847,0,
1993,350,350,35125,3026732,2991607,0.0116,28039,2639407,2611368,0.0106,1491,95768,94277,0.0156,36820,0,36820,,215930,13194944,12979014,0.0164,215930,13194944,0,
1994,246,246,1629,35274,33645,0.0462,1320,31460,30140,0.042,54,660,606,0.0818,1746,0,1746,,7522,122539,115017,0.0614,7522,122539,0,
1995,255,255,2300,90517,88217,0.0254,1720,70948,69228,0.0242,51,2948,2897,0.0173,2008,0,2008,,23562,815622,792060,0.0289,23562,815622,0,
1996,263,263,2627,72101,69474,0.0364,2176,62543,60367,0.0348,96,2911,2815,0.033,2085,0,2085,,8549,182610,174061,0.0468,8549,182610,0,
1997,260,255,79406,586003,506597,0.1355,64375,474516,410141,0.1357,1688,13156,11468,0.1283,32846,0,32846,,489159,4147540,3658381,0.1179,489159,4147540,0,
1998,265,265,258,991,733,0.2603,174,739,565,0.2355,7,18,11,0.3889,367,0,367,,1254,4106,2852,0.3054,1254,4106,0,
1999,260,220,3591,44323,40732,0.081,3153,39714,36561,0.0794,115,1338,1223,0.0859,2092,0,2092,,8096,105717,97621,0.0766,8096,105717,0,
